CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X4,01/11/2006,19.8,24.1,17.7,72,0,1011.7,8.5,,319,7.1,353
X4,02/11/2006,16.8,19.6,14.5,52,0,1015.8,6.5,,75,7.3,75
X4,03/11/2006,14.5,18.1,12.1,44,0,1018.5,9.5,,56,7.4,80
X4,04/11/2006,15.1,18.5,11.8,54,0,1023.1,6.7,,50,7.3,99
X4,05/11/2006,16.9,21.2,13.9,56,0,1024,5.9,,53,3.9,110
X4,06/11/2006,16.2,22.1,11.3,61,0,1021.5,11.7,,259,6.3,333
X4,07/11/2006,16.9,21.3,13.6,70,0,1019.9,6.8,,80,5.8,149
X4,08/11/2006,18.5,23,15.6,71,0,1021.7,9,,47,5.8,83
X4,09/11/2006,17.9,21.6,14.8,78,0,1023.8,9.9,,138,4.9,267
X4,10/11/2006,17.9,22,14.1,73,0,1024.1,9.7,,110,5,172
X4,11/11/2006,17.8,20.6,14.9,71,0,1024.1,4.2,,274,6.3,312
X4,12/11/2006,17,21.1,14.8,66,0,1018.3,6.1,,316,5.4,300
X4,13/11/2006,16,21.1,12.8,62,0,1015.8,9.8,,281,8,312
X4,14/11/2006,16.8,21.9,12.4,60,0,1015.2,10.1,,251,7.3,249
X4,15/11/2006,17.1,21.9,13.5,73,0,1014.1,8.9,,125,4.4,147
X4,16/11/2006,17.8,21.5,14.5,78,0,1009,6.6,,200,6.2,249
X4,17/11/2006,16.2,18.1,13.3,67,0.9,1009.8,2.8,,274,8.6,313
X4,18/11/2006,16.2,21.5,12.6,50,0,1016,9.5,,267,7.3,271
X4,19/11/2006,17.7,23,13.8,53,0,1018.8,10,,263,7.1,294
X4,20/11/2006,16.4,19.9,13.9,73,0,1017.4,8.3,,97,5.4,222
X4,21/11/2006,16.4,20,12.5,56,0,1008.2,5.2,,295,17.7,310
X4,22/11/2006,16.5,19.6,14.5,63,0,1003.2,8.5,,340,13.4,325
X4,23/11/2006,18.4,23.1,14.7,55,0,1002.5,9,,290,11.8,283
X4,24/11/2006,17.7,20.4,14.7,68,0,1003.8,7.4,,237,8.6,227
X4,25/11/2006,18.1,20.1,16.5,81,0,1007.3,3.2,,225,8.7,266
X4,26/11/2006,17.4,20.4,14.8,75,0,1013.8,6.1,,52,4.6,76
X4,27/11/2006,17,20.6,14.3,56,0,1018.8,8.5,,262,8.2,308
X4,28/11/2006,15.6,18.4,12.5,59,0,1018.5,4.3,,271,4.9,286
X4,29/11/2006,15.9,19.9,13.1,55,0,1024,6,,312,4.8,316
X4,30/11/2006,14,18,11,62,0,1026,8.3,,268,4.9,352
X4,01/12/2006,14.6,18.3,10.9,71,0,1025.2,8.3,,251,6.6,213
X4,02/12/2006,15.2,17.8,14,80,0.1,1018,4.4,,223,4.3,256
X4,03/12/2006,15.7,19.2,13.2,61,0,1015.3,8.1,,289,8.1,289
X4,04/12/2006,16.9,21.8,14,59,0,1017,8,,289,7.1,297
X4,05/12/2006,17.4,21.7,14.5,72,0,1011.7,7.9,,247,8.1,237
X4,06/12/2006,13.6,16.7,10.8,74,20.3,1006,1.1,,312,9.2,339
X4,07/12/2006,12,16.6,8.8,57,0,1011,7,,295,10,306
X4,08/12/2006,13.2,17.1,10.6,59,0.5,1002.6,3,,288,13.2,272
X4,09/12/2006,11.8,16.2,8.8,49,0,1011.8,8.6,,313,14.1,317
X4,10/12/2006,11,15,8.3,59,0,1024.3,7.9,,294,5.3,321
X4,11/12/2006,10.2,15,7.5,57,0,1026.1,8.3,,276,5.3,305
X4,12/12/2006,10.7,15.3,5.4,45,0,1022.3,7.4,,316,7.5,312
X4,13/12/2006,11.5,13.6,9.3,55,0,1023.7,3.7,,38,6.4,79
X4,14/12/2006,12.2,16.3,7.8,46,0,1024.7,8.1,,52,10.1,75
X4,15/12/2006,13.8,16.7,11.9,69,8.1,1022.3,3.7,,22,6.8,15
X4,16/12/2006,14.9,18.9,13,74,0,1021.9,6.9,,50,4.2,353
X4,17/12/2006,13,18.1,10.4,60,0,1021.6,7,,293,9,317
X4,18/12/2006,10.5,12.1,8.4,63,0,1016.6,2.7,,321,7.6,320
X4,19/12/2006,9.3,12.7,7,60,0,1016.6,6.3,,41,6.3,4
X4,20/12/2006,9.5,13.7,6.1,50,0,1020.7,3.9,,32,11,35
X4,21/12/2006,10.1,14.9,7.7,42,0,1023.6,7.8,,341,6.7,330
X4,22/12/2006,9.3,13.5,7.4,56,4.9,1025.6,6.2,,36,11.7,72
X4,23/12/2006,12.1,14.7,8.4,42,0.3,1024.7,4.9,,53,11.5,69
X4,24/12/2006,13.3,15.9,10.5,29,0,1023.6,4.3,,55,8.9,67
X4,25/12/2006,12,18.2,8.4,37,0,1022.8,8.1,,239,3.4,281
X4,26/12/2006,10.9,16.1,6.5,60,0,1025.8,8.1,,195,3.4,231
X4,27/12/2006,10.4,14.7,6.3,70,0,1027.7,7.5,,182,3.9,169
X4,28/12/2006,10.6,15.7,6.6,70,0,1026.2,7.9,,242,5.7,246
X4,29/12/2006,11.1,15.8,7.2,59,0,1024.9,8.1,,257,6.1,263
X4,30/12/2006,11.2,16.1,6.9,65,0,1028,7.8,,250,8.8,245
X4,31/12/2006,12.6,17.2,8.2,66,0,1032.9,7.8,,237,4.2,234
X4,01/01/2007,13.3,16.4,9.8,65,0,1028.3,4.2,,301,10,311
X4,02/01/2007,12.8,16.9,11,51,0,1029.6,8.2,,294,8.4,279
X4,03/01/2007,12.1,16.6,8.9,54,0,1029.7,8,,271,6,280
X4,04/01/2007,12.5,16.8,9.8,50,0,1022.4,6.5,,309,9.6,336
X4,05/01/2007,12.3,17.6,8.9,58,0,1023.1,8.2,,301,7.7,306
X4,06/01/2007,12,16.7,8.9,64,0,1024.4,7.7,,280,8.3,302
X4,07/01/2007,11.9,17,8.3,65,0,1021.5,8.2,,184,4.2,277
X4,08/01/2007,13.3,18.1,10.5,56,0,1018.1,6.5,,299,10.2,302
X4,09/01/2007,14,19,10.1,63,0,1020,8.3,,264,10,313
X4,10/01/2007,13.5,17.4,10.5,74,0,1022.1,7.3,,251,7.1,238
X4,11/01/2007,13.6,18.8,9.9,61,0,1027.9,8.4,,281,7.9,266
X4,12/01/2007,13.4,19.3,9.6,56,0,1027.5,8.7,,271,5.6,280
X4,13/01/2007,14,19.7,9.8,65,0,1023.3,8.8,,252,6.6,255
X4,14/01/2007,13.9,15.9,12.4,73,0,1025.6,3.2,,288,6.1,248
X4,15/01/2007,12.7,14.4,9.9,71,0,1023.3,2.5,,233,4.1,275
X4,16/01/2007,13.4,15.7,11.2,70,0,1020.8,2.7,,251,3.7,253
X4,17/01/2007,12.7,18.2,9.1,61,0,1023.3,8.6,,299,7.4,316
X4,18/01/2007,13.9,19.1,10.2,57,0,1024.3,7.8,,291,11.9,296
X4,19/01/2007,16.9,23.4,13.4,56,0,1024.8,9,,309,9.1,355
X4,20/01/2007,16.2,21.2,12.3,65,0,1020.9,9.3,,270,6.5,259
X4,21/01/2007,14.4,18.3,12.7,70,0,1018,6.6,,270,6.6,255
X4,22/01/2007,13.3,15.3,10.6,76,0,1005,2.8,,228,10.9,308
X4,23/01/2007,9,13.1,6.2,52,0,999,7.4,,297,20.1,301
X4,24/01/2007,7.6,12.4,4.1,34,0,1003.5,9.8,,314,15.1,297
X4,25/01/2007,6.4,9.7,4.5,56,0,1004.5,4.4,,47,9.9,89
X4,26/01/2007,6.9,11,3.4,48,0,1013.8,10.3,,6,8.1,336
X4,27/01/2007,6.9,12.5,3.1,40,0,1022.1,10.9,,286,6.2,323
X4,28/01/2007,8.7,13.9,4.4,35,0,1025.8,7.6,,272,4.9,291
X4,29/01/2007,10.2,17.2,5.3,43,0,1017.2,9.5,,232,5.4,258
X4,30/01/2007,10.5,13.2,8.3,64,0,1016.8,8.3,,84,5.1,101
X4,31/01/2007,11.8,15.1,10.2,66,3,1018.3,6.1,,105,4.9,124
X4,01/02/2007,10.9,14.6,9.3,62,0.6,1020.4,10.6,,314,9.1,331
X4,02/02/2007,10.9,15.2,7.8,60,0,1023.6,10.4,,236,5.3,239
X4,03/02/2007,10.9,14.7,8.5,70,0,1020.8,8.4,,120,4.7,156
X4,04/02/2007,11.1,13.3,8,68,0,1020.1,5.1,,45,4.5,80
X4,05/02/2007,12.6,15.4,11.4,66,0,1016.4,4.4,,240,4.9,162
X4,06/02/2007,11.7,16.1,8.7,60,0,1005.3,11.1,,305,9,304
X4,07/02/2007,12.9,17.6,9.5,49,0,1001.4,9,,291,12.1,316
X4,08/02/2007,13.4,17.1,11.3,61,6.4,1001.2,4.2,,336,11.5,76
X4,09/02/2007,12.3,15.3,10.1,67,0.1,1003.3,6.8,,253,7.5,259
X4,10/02/2007,14.2,19.1,10.4,47,0,1008.2,12.3,,297,11,306
X4,11/02/2007,15,20.5,10.7,58,0,1011.5,10.5,,260,7.9,304
X4,12/02/2007,16.8,22.5,13.5,49,0,1006.8,8.6,,291,14.4,267
X4,13/02/2007,13.8,17.4,10.1,46,0,1014.2,12.4,,276,12.9,313
X4,14/02/2007,15.5,22.1,12,52,0,1008.6,7.2,,284,13.4,310
X4,15/02/2007,15.7,24.4,9.6,35,0,1015.4,14.5,,328,11.1,335
X4,16/02/2007,13.5,17.8,9.2,50,0,1012.8,12.1,,104,4.4,50
X4,17/02/2007,12.8,14.1,10.2,80,21.1,1007.8,1.9,,40,10.7,265
X4,18/02/2007,12.1,16.2,9.8,66,0.1,1007.9,8.8,,6,8.3,86
X4,19/02/2007,12.9,18.2,9.5,63,0,1009.7,13.1,,269,8.3,248
X4,20/02/2007,12.8,16.6,8.8,74,0,1007,12.8,,162,4.8,172
X4,21/02/2007,13,16,11.9,78,0,1011,7.5,,177,5,159
X4,22/02/2007,13.5,17.1,10.7,60,0,1009.7,10.6,,263,7.7,291
X4,23/02/2007,13.9,20.6,10,62,0,1009,14.2,,349,8.1,303
X4,24/02/2007,15.6,20.5,11.4,54,0,1010.9,13,,281,9.2,312
X4,25/02/2007,14.6,19.1,11.2,56,0,1010.4,6.8,,292,11.8,255
X4,26/02/2007,13.4,20.9,9.4,51,0,1014.6,15.4,,332,14.7,327
X4,27/02/2007,13.5,17.8,10.5,61,0,1018.6,14.8,,270,9.6,248
X4,28/02/2007,15.8,23.3,12.5,63,0,1013,9.8,,18,7.6,88
X4,01/03/2007,16.5,22,11.5,52,0,1011,12.7,,279,9.3,292
X4,02/03/2007,18.4,24.6,15.4,43,0,1011.6,13,,281,9.5,342
X4,03/03/2007,19.8,25.5,15.5,45,0,1013.6,14.2,,303,13.2,288
X4,04/03/2007,17.4,23.6,13.4,61,0,1013.9,16.2,,202,6.4,230
X4,05/03/2007,15.1,20.1,12.4,68,0,1017.5,12.2,,215,9.5,322
X4,06/03/2007,14,16.6,12,63,0,1014.9,7.9,,259,11.6,305
X4,07/03/2007,13,18.7,9.7,62,11.1,1004.1,8.9,,274,16.8,351
X4,08/03/2007,13.9,20.3,10.1,50,0,1011.1,16.4,,245,9.2,347
X4,09/03/2007,13.6,18.2,9.8,44,0,1022.2,14.1,,218,5.7,164
X4,10/03/2007,15.8,21.6,11.2,25,0,1022.3,19,,25,16.2,7
X4,11/03/2007,14.1,18,9.3,34,0,1022.7,18.4,,137,8.2,211
X4,12/03/2007,14.3,18.3,10.8,38,0,1021.3,17.5,,111,5.2,167
X4,13/03/2007,14.5,18.8,9.8,40,0,1022.8,17.7,,191,4.9,149
X4,14/03/2007,16.5,22.1,10.7,38,0,1022.8,16.9,,218,7.3,206
X4,15/03/2007,15.4,20.6,12,52,0,1020.7,14.1,,108,4.4,172
X4,16/03/2007,14.4,17.4,10.7,64,0,1019.4,15.1,,83,7.6,315
X4,17/03/2007,15.7,22.7,13,57,0,1020,17.9,,292,8,308
X4,18/03/2007,14.5,19.4,10.9,53,0,1014.3,18.9,,254,8.3,248
X4,19/03/2007,13.2,18.6,6.2,44,0.1,996.7,17.2,,313,16.5,313
X4,20/03/2007,9.1,14.6,4.6,35,0,996.5,20.3,,326,16.4,351
X4,21/03/2007,10,16,5.1,31,0,1000.7,15.9,,311,11.4,315
X4,22/03/2007,11.1,16.9,5.6,26,0,1008.3,17.5,,318,10.6,308
X4,23/03/2007,10.6,14.9,5.8,49,0,1006.5,19.1,,33,9.7,347
X4,24/03/2007,11.9,16.7,9.7,56,1.5,1003.6,16.6,,325,9.2,93
X4,25/03/2007,11,14.7,8.2,46,0,1007.7,14.4,,237,7.6,285
X4,26/03/2007,12.3,15.4,9.7,64,0,1010.9,16.7,,102,5.7,81
X4,27/03/2007,12.7,15.9,10.9,66,0,1010.8,13.5,,91,6.5,110
X4,28/03/2007,11.9,14.7,11,70,1.3,1007.8,7.2,,67,14,81
X4,29/03/2007,14.2,17.9,11.7,54,0,1010.4,16.3,,70,11.5,75
X4,30/03/2007,13.3,20.5,10,53,0,1009.5,16.9,,291,13.6,316
X4,31/03/2007,12.5,18.3,9.6,71,3,1007.4,11.7,,86,10.6,82
X4,01/04/2007,13.2,15.9,11.2,80,0.6,1010.2,6,,77,12,81
X4,02/04/2007,13.8,14.9,11.6,86,49.4,1011,1.4,,77,14.3,87
X4,03/04/2007,11.5,12.5,10.5,79,11,1006,3.5,,311,7.2,327
X4,04/04/2007,12.1,18.5,9.8,67,1.4,1001.9,11,,356,11.7,82
X4,05/04/2007,11.7,13.5,9.1,70,3.2,1009.1,4.2,,352,5.5,353
X4,06/04/2007,13.9,16.8,12,71,0.4,1013.8,13.5,,89,8.8,98
X4,07/04/2007,13.7,17.2,10.7,75,0,1016.3,13.9,,133,3.8,168
X4,08/04/2007,15,20.3,10.4,66,0,1015.7,23.1,,191,6.3,171
X4,09/04/2007,13.7,17.5,11.8,79,0.8,1015.8,9.3,,75,7.7,99
X4,10/04/2007,14.1,16.2,11.4,72,2.1,1015.6,7.6,,75,7.7,109
X4,11/04/2007,14.8,17.6,12.6,68,0,1014.5,11.5,,77,7.9,84
X4,12/04/2007,14.9,16.4,14.1,71,2.5,1008.7,2.6,,64,10.2,61
X4,13/04/2007,14.7,18.7,13.3,84,4,1008.5,4.4,,72,10.1,83
X4,14/04/2007,17.3,21.7,13.9,59,3.7,1011,6,,32,11.6,38
X4,15/04/2007,16.9,20.2,14.9,64,0,1014.1,15.9,,78,9.3,91
X4,16/04/2007,19.6,25.2,13.5,48,0,1014.3,22.8,,209,6.4,137
X4,17/04/2007,21,25.4,16.8,49,0,1013.6,22.8,,233,7,200
X4,18/04/2007,20.6,24.5,16.2,51,0,1012.6,23.3,,166,6.2,212
X4,19/04/2007,19.2,22.1,16.4,53,0,1011.3,23.6,,90,7.7,88
X4,20/04/2007,15.9,18.5,14.3,79,0,1012,17.6,,122,5.3,134
X4,21/04/2007,15.9,18.3,13.7,79,0,1013.6,16.7,,99,5.6,77
X4,22/04/2007,17.4,21.9,13.2,73,0,1016.9,23.8,,141,4.5,138
X4,23/04/2007,19,23.2,14.6,51,0,1018.2,24.1,,136,4.1,107
X4,24/04/2007,20.3,25.7,15.1,48,0,1014.3,24.4,,189,6.2,224
X4,25/04/2007,20.1,26.4,15.6,50,0,1009.8,23.3,,162,5.5,216
X4,26/04/2007,18.9,22,16,58,0,1010.6,17.4,,80,8.3,87
X4,27/04/2007,18.9,22,16.7,64,0,1013.5,17.1,,76,11.1,68
X4,28/04/2007,18.3,21.8,16,75,0,1014.7,19.9,,78,9.6,73
X4,29/04/2007,17.1,20.1,15.3,75,1.3,1011.3,11.2,,81,7.5,74
X4,30/04/2007,18.9,24.4,14.2,62,0,1005.4,25.3,,226,7.5,263
X4,01/05/2007,15.7,19.8,11.4,72,7.8,1003.3,8.6,,275,12.5,309
X4,02/05/2007,15.9,20.1,11.1,57,0,1005.5,23.5,,225,7.2,207
X4,03/05/2007,14.8,17.4,12.8,74,1.8,1003.2,7.9,,76,6.5,57
X4,04/05/2007,15.9,19.8,12.3,64,0.1,1003.2,21.1,,242,7,82
X4,05/05/2007,17.7,22.4,13.5,57,2.3,1006.8,23.7,,106,10.2,333
X4,06/05/2007,19.7,26.8,14,49,0,1011.6,19.1,,1,8,306
X4,07/05/2007,20.4,26.3,16,42,0,1016.5,25.9,,273,7.4,269
X4,08/05/2007,20.4,27.6,15.8,57,0,1019.7,26.7,,106,6.8,227
X4,09/05/2007,18.6,22.4,16.2,75,0,1019.5,24,,112,5.7,89
X4,10/05/2007,21.5,27.2,15.7,59,0,1014.5,26.3,,228,6.7,216
X4,11/05/2007,20.5,23.5,18,59,0,1011.4,25.3,,98,9,84
X4,12/05/2007,20.8,24.7,17.3,54,0,1011,27,,102,6.5,80
X4,13/05/2007,21.1,25.6,16.8,59,0,1006.7,21.6,,234,9.2,240
X4,14/05/2007,19.1,25.8,14.3,60,3.8,1009.4,22.5,,358,17.6,319
X4,15/05/2007,17.5,21.3,14.2,56,0,1017.7,27,,207,9.6,175
X4,16/05/2007,18.8,22,16.3,56,0,1015.2,24.4,,139,6.1,175
X4,17/05/2007,21.7,27.3,15.7,47,0,1012.7,18.9,,301,9.8,299
X4,18/05/2007,21.5,26.1,18.8,62,0,1010.5,27.4,,208,7.3,164
X4,19/05/2007,21.1,23.7,18.8,63,0,1009.5,17.8,,106,7.7,80
X4,20/05/2007,20.6,24,17.9,63,0,1008,26,,84,9.9,51
X4,21/05/2007,21.2,25.5,19.3,51,1.8,1009,23.5,,77,11.4,61
X4,22/05/2007,22.1,26.3,18.8,44,0,1011.3,22.2,,80,9.9,63
X4,23/05/2007,23.5,28.1,19.4,42,0,1009.9,18.9,,74,6.1,10
X4,24/05/2007,23.4,30.1,20.4,43,0.1,1007.8,25.1,,74,10.2,79
X4,25/05/2007,21.8,27.5,18.6,60,0,1002.5,18.7,,84,11.1,101
X4,26/05/2007,21.5,25.8,18,59,0,1000.8,22.2,,272,9.9,251
X4,27/05/2007,19.5,23,16.7,57,1.7,1001.5,27.2,,245,13,239
X4,28/05/2007,18.4,24.6,12.6,35,0,1002.8,30.2,,308,18,286
X4,29/05/2007,17.3,21,12.7,43,0,1009,29.4,,122,11.3,329
X4,30/05/2007,19.9,24.2,15.5,58,0,1009.3,27.5,,196,8.6,238
X4,31/05/2007,21.1,27.5,17.4,62,0.1,1007.4,22.8,,122,10,308
X4,01/06/2007,19.1,23.5,16.8,61,0,1013.5,27.1,,169,10.6,199
X4,02/06/2007,20.3,24.4,16.4,45,0,1014.5,29.3,,248,8.5,221
X4,03/06/2007,20.8,24.5,18.3,47,0,1013.5,22.1,,233,8,80
X4,04/06/2007,22.2,26.3,19.2,49,0,1012.6,24.1,,200,7.6,167
X4,05/06/2007,22.9,27.4,19.3,46,0,1009.7,24,,270,8.5,332
X4,06/06/2007,22.4,27,19.2,54,0,1007.1,26,,165,7.3,220
X4,07/06/2007,22.7,26.4,19.5,58,0,1009,23.1,,225,9.2,240
X4,08/06/2007,23.4,27.3,19.6,57,0,1012,27.6,,232,9.4,224
X4,09/06/2007,24.2,28.3,20.5,50,0,1011.4,27.2,,237,11.2,233
X4,10/06/2007,24.2,29,20.5,49,0,1010.4,21.4,,231,11,218
X4,11/06/2007,23.1,27.5,19.8,66,0,1010.8,28.7,,176,7.9,223
X4,12/06/2007,24.1,28.2,20.1,62,0,1008.7,27.4,,209,9.3,218
X4,13/06/2007,23.9,28,20.4,65,0,1004.8,27.8,,225,9,194
X4,14/06/2007,24.3,28,20.9,65,0,1003.4,25.1,,234,9.2,244
X4,15/06/2007,25.4,31.3,21.4,42,0,1005.5,27.8,,278,13.1,230
X4,16/06/2007,22.4,24.7,19.8,58,0,1007.7,14.9,,99,8.5,244
X4,17/06/2007,23.6,27.3,21.3,67,0,1006,19.2,,238,9.3,232
X4,18/06/2007,25.5,32,21.2,53,0.2,1007.3,15.6,,69,6.3,342
X4,19/06/2007,24.2,26.7,21.7,64,0,1006,27.8,,102,8.8,74
X4,20/06/2007,23.7,27.4,20.4,71,0,1008.5,25.8,,172,7.3,78
X4,21/06/2007,23.2,25.4,20.9,64,0,1010.5,25.9,,125,6.9,130
X4,22/06/2007,22.4,25.6,20.4,67,0,1012,24.9,,107,7.1,114
X4,23/06/2007,22.1,24.6,19.6,58,0,1014,28.9,,137,7.5,177
X4,24/06/2007,24.1,28.9,19.3,56,0,1009.7,28,,207,7.4,207
X4,25/06/2007,24,30.9,20.6,65,0,1007.3,24.3,,154,10.1,64
X4,26/06/2007,21.9,24.8,20.1,54,0,1010.5,25.2,,211,10.6,201
X4,27/06/2007,20.7,22.8,19.4,66,0,1011,14.9,,106,8.1,312
X4,28/06/2007,22.2,25.3,19.5,67,0,1012.7,21.3,,166,8.3,210
X4,29/06/2007,24,27.3,20.9,66,0,1013.5,24.7,,228,10.2,254
X4,30/06/2007,24.2,27.9,20.9,65,0,1013,27.5,,188,8.1,223
X4,01/07/2007,24.6,28.2,21.3,57,0.1,1008.4,16.8,,188,8.1,46
X4,02/07/2007,23.4,26.5,21,60,0,1009.8,26.1,,151,7.8,169
X4,03/07/2007,24.3,27.9,20.7,62,0,1009.4,22.8,,227,10.5,246
X4,04/07/2007,22.2,23.4,20.9,69,0,1012.3,10.9,,121,7.7,160
X4,05/07/2007,21.8,24.6,19.3,61,0.1,1017.3,21.9,,139,7.1,139
X4,06/07/2007,24.1,28.1,19.6,58,0,1015,28.7,,238,9.9,225
X4,07/07/2007,26.6,31.9,19.8,39,0,1012.6,28.2,,230,9.1,240
X4,08/07/2007,26.4,31.2,22.7,49,0,1011.5,26.6,,133,8.2,79
X4,09/07/2007,24.1,29.2,21.4,58,0,1012.5,18.5,,184,10.9,126
X4,10/07/2007,22.4,25.3,19.2,46,0,1014.6,26.7,,168,8.2,316
X4,11/07/2007,21.9,24.4,20.1,63,0,1015.3,22.8,,117,8.1,130
X4,12/07/2007,23.4,27,19.9,62,0,1016.1,26.1,,180,7.4,183
X4,13/07/2007,24.3,28.2,21.1,66,0,1014.5,26.8,,211,9.3,214
X4,14/07/2007,23.7,26.2,21.7,71,0,1015.4,27.2,,102,6.4,112
X4,15/07/2007,24.4,28.6,20.8,60,0,1013.7,27.5,,79,7.2,80
X4,16/07/2007,25.1,27.9,22.4,66,0,1010.6,27.4,,113,7.4,74
X4,17/07/2007,24.7,27.6,22.5,72,0,1012,26.2,,114,6.2,95
X4,18/07/2007,24.7,27.7,21.9,69,0,1011.9,26.2,,140,5.9,157
X4,19/07/2007,25.2,27.8,22.1,65,0,1009.8,26.4,,136,5.9,127
X4,20/07/2007,24.6,27.5,22.3,66,0,1011,20.3,,93,8.9,72
X4,21/07/2007,23.6,26.7,22.1,65,0,1011.1,16.5,,102,6.8,155
X4,22/07/2007,23.3,25.8,22,66,0,1010.1,16.7,,102,6.3,137
X4,23/07/2007,25.8,29.8,22.3,64,0,1002.3,26.6,,233,10.6,222
X4,24/07/2007,24.1,26.9,22,62,0,1009.8,26.5,,160,9.9,210
X4,25/07/2007,25.4,29,22.5,61,0,1012,25.2,,233,12,226
X4,26/07/2007,26.2,29.9,22.9,60,0,1011.2,26.8,,236,10.8,252
X4,27/07/2007,27.2,32,22.9,52,0,1012.8,26.7,,216,6.9,217
X4,28/07/2007,26.9,30.7,23.3,60,0,1014.8,26.1,,198,8.5,209
X4,29/07/2007,26.9,30.5,23.6,60,0,1013.7,26.1,,198,6.9,248
X4,30/07/2007,25.8,29.4,23.3,67,0,1010.8,22.8,,148,7.1,136
X4,31/07/2007,26.3,30,24,67,0,1009.6,21.9,,223,10.4,256
X4,01/08/2007,26.5,30.1,24,66,0,1009.1,21.8,,220,8.6,240
X4,02/08/2007,25.4,27.7,23.7,67,0,1010.8,20.7,,84,9.5,81
X4,03/08/2007,25.7,29.9,23.8,57,0,1014.9,24.4,,195,8.5,197
X4,04/08/2007,25.9,28.2,22.7,58,0,1015.2,26.1,,194,6.9,109
X4,05/08/2007,26.4,30,23.4,63,0,1010.7,25,,226,8.5,253
X4,06/08/2007,26.1,30.9,22.9,66,0,1007.4,15.9,,130,10,7
X4,07/08/2007,24.3,27.7,21.2,66,0.3,1008.5,9.6,,205,6.7,307
X4,08/08/2007,20.5,23.2,18.3,71,17.3,1011.1,13.1,,132,6,105
X4,09/08/2007,23.3,26.6,20,54,0,1011.3,26.2,,119,7.5,93
X4,10/08/2007,23.8,26.3,21.4,59,0,1009.1,24.6,,178,7.7,150
X4,11/08/2007,25,28.6,20.7,68,0,1006.9,24,,200,8.3,217
X4,12/08/2007,24.3,28.5,18,76,29.3,1006.6,15.7,,81,12.7,259
X4,13/08/2007,24.1,28.2,18.9,59,0.2,1008.8,24.4,,214,6,209
X4,14/08/2007,25.5,29.4,21.5,62,0,1009.5,24.7,,238,10.5,223
X4,15/08/2007,26.2,30.1,22.9,70,0,1007.4,21.5,,225,8.8,213
X4,16/08/2007,24,26.2,22.6,68,2.6,1010.5,10,,100,9.4,91
X4,17/08/2007,23.6,27.2,21.4,57,0,1015.3,21,,193,9.4,169
X4,18/08/2007,23.8,27.7,21.8,68,0.8,1011.7,11.7,,231,10.6,225
X4,19/08/2007,21.5,23.7,19.9,77,16.1,1009.8,5.1,,71,8.8,48
X4,20/08/2007,22,24.7,17.9,54,0.2,1006.9,23.8,,216,7.7,254
X4,21/08/2007,21.5,24.3,18.3,56,2.3,1002.8,19,,69,12.3,81
X4,22/08/2007,19.7,23.1,16,63,11.1,1008.6,15,,279,7.5,296
X4,23/08/2007,22.6,26.6,19,56,0,1011,24.4,,212,8.1,84
X4,24/08/2007,22.2,24.9,20.1,66,0.5,1016,15,,75,11.8,68
X4,25/08/2007,25.2,29.2,21.7,50,0,1017.7,17.2,,76,11,72
X4,26/08/2007,26.9,31,23.3,50,0,1017.5,20,,75,8.5,81
X4,27/08/2007,27,32.8,22.6,57,0,1012.8,21.7,,159,4.6,194
X4,28/08/2007,28.2,33.8,23.2,50,0,1007.9,21.1,,230,8.2,256
X4,29/08/2007,27.1,30.6,24.1,61,0,1003.7,16.2,,142,7.7,141
X4,30/08/2007,25,29.7,22.4,54,0,1008.7,21,,235,8.8,205
X4,31/08/2007,23.4,26.1,20.2,53,0,1013.5,22.3,,143,6.7,162
X4,01/09/2007,22.8,25.9,19.6,60,0,1014.9,20.6,,198,6.4,193
X4,02/09/2007,23.3,26.6,19.3,64,0,1013.5,19.2,,197,7.5,185
X4,03/09/2007,23.9,27.4,20.8,65,0,1012.3,18.4,,198,7,166
X4,04/09/2007,23.3,26.1,21.7,63,0.2,1012.1,13.5,,125,7.1,185
X4,05/09/2007,22.3,25,20.1,45,0,1016.2,21.2,,129,7.4,97
X4,06/09/2007,22.9,27.2,18.5,56,0,1015.4,21.4,,233,7.7,193
X4,07/09/2007,23.6,27.2,20,63,0,1014.5,18.5,,220,8.4,241
X4,08/09/2007,24.1,27.8,21.2,62,0,1013.6,19.6,,246,10.9,253
X4,09/09/2007,24.2,28.1,21.1,65,0,1011.5,20.5,,253,9.2,258
X4,10/09/2007,23.1,26.2,21.5,58,0,1013,15.6,,122,6.1,123
X4,11/09/2007,24.2,28.6,20.6,62,0,1011.7,20.1,,224,7.6,190
X4,12/09/2007,23,25.7,21.3,61,0,1013.9,17.9,,95,7.4,86
X4,13/09/2007,22.8,26.3,20.1,67,0,1013.8,16.2,,76,9.3,84
X4,14/09/2007,23.1,25.1,21.8,62,0,1014,8.4,,70,12.6,83
X4,15/09/2007,24.1,27.8,20.6,54,0,1016.3,17.6,,104,5.5,132
X4,16/09/2007,24.4,28.9,20.9,58,0,1014.7,19.1,,190,6.2,211
X4,17/09/2007,24.3,27.5,21.9,70,0,1010.2,16.4,,220,7.3,253
X4,18/09/2007,22.9,27.2,20.2,63,0,1012.5,13.2,,147,8.5,136
X4,19/09/2007,21.5,24.4,19.2,57,0,1016.9,17.8,,241,10.2,208
