CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X4,13/12/2016,13.1,15.9,10.1,70,0,1020.6,8.6,0.8,105,3.8,139
X4,14/12/2016,13.3,17,10,72,0,1018,7.4,1,254,5.1,269
X4,15/12/2016,13.4,16.4,10.8,74,0,1017.7,4.9,0.9,54,3.8,62
X4,16/12/2016,13.4,15.5,11.5,80,14.9,1017.9,3.4,2.2,79,9.3,85
X4,17/12/2016,13.2,15.1,10.9,71,0.8,1028.3,6.7,3.5,78,11.7,76
X4,18/12/2016,11.9,14.3,10.2,64,0,1025.9,6.9,2.3,68,9.2,71
X4,19/12/2016,10.2,12.6,9.2,69,10.8,1012.1,1,2.6,51,13.7,41
X4,20/12/2016,12.4,14.2,9.9,62,3.3,1010.7,2.8,2.6,356,12.2,60
X4,21/12/2016,13.8,18.2,10.3,58,0.2,1019.9,7,1.2,357,7,346
X4,22/12/2016,13.4,17.9,9.9,57,0,1027.4,8.2,0.9,218,4.2,160
X4,23/12/2016,13,17.7,9.6,58,0,1029.7,8.4,0.9,251,3.5,303
X4,24/12/2016,12.5,16.5,9.1,65,0,1030.7,8.4,1,246,5.7,294
X4,25/12/2016,12.4,15.6,8.8,55,0,1026.6,7.3,1.5,289,9.3,301
X4,26/12/2016,12.8,16.9,8.9,71,0,1026.1,8.5,0.8,84,4.3,91
X4,27/12/2016,12.8,17.7,9.3,68,0,1028.2,7.8,0.7,106,4.3,74
X4,28/12/2016,12,16.2,8.9,66,0,1030.7,9,1,245,4.4,245
X4,29/12/2016,11.6,15,7.7,55,0,1028.5,9.3,1.4,61,6.1,86
X4,30/12/2016,12.4,15.9,9.8,70,0,1030.2,7.8,1.2,48,5,23
X4,31/12/2016,11.9,15.3,9,68,0,1027.4,6,1,271,3.9,179
X4,01/01/2017,10.3,13.4,7.6,66,0,1020.4,8.9,1.8,295,5.5,307
X4,02/01/2017,10.6,14.5,6.9,64,0,1017.2,8.3,1.5,264,7.7,224
X4,03/01/2017,10.7,13.9,7.4,65,0,1018.3,6.7,0.9,53,5.1,26
X4,04/01/2017,11.7,15.2,9,60,0,1017.7,8.8,1.4,291,5.8,334
X4,05/01/2017,10.3,12.9,7.9,59,0,1018.4,7.9,1.1,53,4.6,355
X4,06/01/2017,9.5,12.4,6.2,55,0,1024.1,8.2,1.2,274,5.8,240
X4,07/01/2017,9.3,13.2,6.2,57,0,1025,8.1,0.9,204,4.8,313
X4,08/01/2017,11.3,18,6.9,46,0,1020.8,9.2,0.7,196,3.5,303
X4,09/01/2017,10.4,13.9,8.1,55,0,1019.5,8,1.7,312,7.2,332
X4,10/01/2017,10,14.3,7.8,59,0,1008.8,5.3,1.3,346,7.4,318
X4,11/01/2017,11,13.8,7.7,58,0,1016.1,9.7,1.7,254,7.8,257
X4,12/01/2017,13.7,17.7,10.5,69,0,1014.8,9.8,1.6,256,8.9,253
X4,13/01/2017,12.3,15,8.1,45,0,1010.8,9.8,3.6,309,14.2,338
X4,14/01/2017,8.6,12.8,5.5,35,0,1016.6,10.4,2.8,329,12.5,337
X4,15/01/2017,9.5,14.2,5.6,35,0,1015.9,9.9,3,328,11.6,335
X4,16/01/2017,9.9,13.8,7.1,53,0,1011.5,9.9,1.5,107,5.6,5
X4,17/01/2017,6.3,8.2,4.3,30,0,1012.1,10.6,2.1,62,12.7,353
X4,18/01/2017,6.1,9.9,2.8,34,0,1016.4,10,1.3,6,6.5,1
X4,19/01/2017,8.2,11.3,4.4,46,0,1017.9,6.5,3.9,60,13.8,60
X4,20/01/2017,9.7,10.8,8.7,74,3,1017,2.9,4.4,65,12.9,65
X4,21/01/2017,10.8,12.3,9.3,63,0.5,1013.2,4.3,4.4,59,14.2,89
X4,22/01/2017,10.1,11.3,9,66,4.3,1011,3.4,3.9,51,13,51
X4,23/01/2017,10.1,11.3,8.5,71,3.2,1012.6,2.7,1.9,9,9.4,54
X4,24/01/2017,10.7,15.3,7.9,52,0,1014.2,9.8,1.5,299,6.1,283
X4,25/01/2017,8,9.4,6.4,62,0.2,1015.8,1.5,2.7,80,9.7,93
X4,26/01/2017,8.5,11.4,5.4,69,1.9,1014.2,5.9,1.4,34,6.1,26
X4,27/01/2017,11.4,13.8,9.6,81,10.3,1009.7,1.4,1.9,83,8.5,120
X4,28/01/2017,12,15.1,10.1,76,4.7,1012.7,6,1.8,30,7,12
X4,29/01/2017,11.3,14.2,8.8,61,0,1019.8,11.3,1.7,268,7.8,261
X4,30/01/2017,12,15.5,8.8,73,0,1016.9,10.3,1.2,228,4.5,274
X4,31/01/2017,12.6,16,10,80,0,1013.8,9.8,1.7,252,6.9,258
X4,01/02/2017,12.4,15.8,9.8,80,0,1012.9,8.9,1.6,251,6.6,260
X4,02/02/2017,12.7,14.9,11.2,77,0,1009.7,7.8,2.4,262,9.9,252
X4,03/02/2017,13.4,17.1,10.8,54,0,1010.2,7.7,2.1,271,13.7,324
X4,04/02/2017,15.6,19.5,11.7,58,0,1006.7,8.3,3.1,269,12.3,310
X4,05/02/2017,13.5,16.2,8.8,51,0,1003.1,7.9,5.9,297,20.9,322
X4,06/02/2017,12.6,17.3,8.3,47,0,1010.8,12.1,4.3,309,15.1,328
X4,07/02/2017,14.4,18.2,10.8,68,0.1,1012.7,11.3,1.8,101,10.5,90
X4,08/02/2017,11.4,17.9,8.1,60,9,1012.2,12.6,2.3,297,8.9,310
X4,09/02/2017,10.4,13.8,6.9,46,0,1014.1,13.7,1.7,248,6.9,229
X4,10/02/2017,11.1,13.6,9.1,60,0,1012.5,8,1.2,158,5.3,179
X4,11/02/2017,11.9,13.9,9.2,76,0,1011.2,6.3,3,70,10.2,73
X4,12/02/2017,13.4,14.1,12.7,86,0,1009.3,4.2,4.7,80,11.6,83
X4,13/02/2017,13.6,14.3,13,88,8.3,1009.2,1.8,4.1,83,15.6,67
X4,14/02/2017,14,17.1,11.5,81,0.2,1018.8,14,2,95,7.4,95
X4,15/02/2017,14.2,16.7,12.8,79,0,1027.4,12.8,2.3,83,7.8,80
X4,16/02/2017,13.6,15.6,12.3,81,0,1027.9,11.8,1.6,152,4.5,212
X4,17/02/2017,12.9,17.1,9.9,75,0,1022.7,14.1,1.2,233,6.1,200
X4,18/02/2017,12.2,14.7,9.5,76,0,1017.9,12.8,1.5,103,5.8,86
X4,19/02/2017,13.2,16.5,11.3,70,0,1021,14.7,1.7,89,7,86
X4,20/02/2017,14,18.9,10.4,58,0,1020.9,14.8,1.8,296,8,313
X4,21/02/2017,14.2,18.4,9.7,56,0,1019.1,14.8,1.6,242,5.8,290
X4,22/02/2017,14.6,18.6,10.7,53,0,1016.8,15.3,1.2,211,5.8,238
X4,23/02/2017,15.7,19.5,12.6,50,0,1011.1,6.6,1.4,257,6.4,256
X4,24/02/2017,12.7,15.6,11.7,85,5.4,1009.3,1.7,1.5,67,6.6,84
X4,25/02/2017,11.8,14.4,8.5,60,0,1015.4,16.3,1.9,246,5.8,199
X4,26/02/2017,12.5,15.9,9.2,70,0,1016.2,16.2,2.4,257,8.5,233
X4,27/02/2017,14.1,17.1,11.9,69,0,1009.1,14.3,2.4,255,9,246
X4,28/02/2017,15.1,18.7,11.9,48,0,1005.3,9.4,3.1,284,14.1,266
X4,01/03/2017,12.7,16.1,9.4,55,0,1014.2,16,2.4,262,9.1,259
X4,02/03/2017,14,19.2,10.4,70,0,1014.5,15.6,1.4,226,5.9,235
X4,03/03/2017,13.5,15.3,12,80,9.4,1005.3,7.7,2.3,112,10.1,87
X4,04/03/2017,11.4,15.8,6.8,55,5.8,998.5,14.9,4.5,274,17.4,295
X4,05/03/2017,13.7,18,9.4,53,0,1010.7,15.2,2.3,292,11.8,292
X4,06/03/2017,17.4,23.8,12.5,46,0,1011.7,16.4,3.5,300,14.7,315
X4,07/03/2017,13.9,19.4,11.8,53,0,1015.7,17.3,2.7,338,10.8,313
X4,08/03/2017,14.7,19.9,12.2,73,0,1020.7,14.7,1.8,242,7.7,300
X4,09/03/2017,14.6,17.7,11.6,77,0,1019.3,18.1,1.2,119,5,77
X4,10/03/2017,16.9,22.4,12.2,64,0,1015.8,18.5,1.2,226,7.6,253
X4,11/03/2017,16,19.6,13.4,65,0,1013.2,17.6,1.2,111,5.9,122
X4,12/03/2017,15.2,18.8,12.9,71,0,1010.6,13.7,1.9,230,7.8,228
X4,13/03/2017,15.5,18.6,13.6,67,0.2,1015.6,15.9,2.9,84,12.7,86
X4,14/03/2017,15.7,21.6,12.7,60,0,1023.5,18.9,1.6,115,6.9,86
X4,15/03/2017,15.1,19.2,11.6,61,0,1022.4,18.8,1.3,144,5.3,165
X4,16/03/2017,14.9,19.4,11.4,65,0,1019.4,19.5,1.3,191,5.3,204
X4,17/03/2017,15.5,20.9,10.9,46,0,1017.5,20.6,2.1,246,9.1,261
X4,18/03/2017,14.9,18,12,58,0,1015.9,19.7,1.3,117,4.9,78
X4,19/03/2017,15.8,20.4,11.9,61,0,1012.9,20.2,1.4,225,6.3,228
X4,20/03/2017,15.8,19.8,13.3,61,0,1010.1,20.4,1.2,158,5.8,161
X4,21/03/2017,14.7,17.1,12.7,77,0,1009.9,12.2,2,161,7.2,172
X4,22/03/2017,15.3,19,12.8,64,0,1007.5,17.5,2.3,241,9.3,256
X4,23/03/2017,14.1,17.3,12.2,52,0,1005.5,18,2.5,275,10.2,0
X4,24/03/2017,10.6,12.5,6.8,73,95.4,1008.9,3.8,2.2,353,11.6,325
X4,25/03/2017,10.9,15.2,5.4,71,14,1010.5,17.7,2.3,267,11.7,284
X4,26/03/2017,13.7,17.7,9.8,66,0,1014.4,21,1.4,180,7.8,215
X4,27/03/2017,13.5,16.8,12,74,0.9,1016.7,11.3,2.2,72,7.6,91
X4,28/03/2017,13.7,16.6,9.8,72,0,1021.5,22.4,1.3,167,5,163
X4,29/03/2017,16.6,21.1,12,60,0,1021.6,22.5,1.3,201,5.6,213
X4,30/03/2017,17,22.2,12.6,57,0,1020.6,22.8,1.8,237,8.5,225
X4,31/03/2017,15.5,18.8,13.7,66,0.8,1016.1,14.6,1.8,232,8.3,266
X4,01/04/2017,13,15.8,10.8,74,9.8,1011.8,6,1.8,254,6.7,90
X4,02/04/2017,13.3,16.7,9.7,63,2.2,1013.1,23,1.8,98,8.5,281
X4,03/04/2017,16.5,21.7,12,50,0,1016.6,23,1.9,269,7.5,224
X4,04/04/2017,17.8,23.1,13.2,50,0,1016.3,23.2,2,236,10,250
X4,05/04/2017,15.7,19.9,12.8,63,1,1015.3,10.6,1.7,256,9.6,349
X4,06/04/2017,16,20.5,12.6,62,0,1013.8,23.6,1.7,203,6.5,165
X4,07/04/2017,16,20,13.4,58,0,1016.1,23.8,1.6,191,6.7,165
X4,08/04/2017,17.3,22.4,12.4,56,0,1017.1,24.7,1.6,235,7.1,218
X4,09/04/2017,16.7,20.6,12.6,57,0,1019.9,24.6,1.7,234,7.4,228
X4,10/04/2017,18,22.1,13.3,48,0,1018.7,24.7,2.4,252,11.2,236
X4,11/04/2017,17.5,24.4,14.7,66,0,1016.2,23.7,2.1,141,8.9,130
X4,12/04/2017,17.3,20.8,14.7,70,0,1015.8,24.9,1.5,183,4.9,163
X4,13/04/2017,17.4,22.7,13.8,71,0,1012.2,24.4,1.5,197,5.6,221
X4,14/04/2017,18.5,22.4,14.7,60,0,1012.1,24.7,1.1,152,4.6,139
X4,15/04/2017,17.3,18.8,15.7,66,0,1014.3,19,1.7,149,7.1,32
X4,16/04/2017,17.3,20.7,13.7,62,0,1016.3,25.3,2.1,234,10.4,221
X4,17/04/2017,17.3,20.7,14.9,70,0,1014,25.6,2,211,7.6,244
X4,18/04/2017,17,19.4,15.1,76,0,1012.3,19.9,1.9,136,6.7,165
X4,19/04/2017,14.4,16.4,12.5,43,0,1017,7.8,2.3,103,8.9,97
X4,20/04/2017,13.3,16.4,10.7,43,0,1021.6,26.1,2.5,98,10.4,102
X4,21/04/2017,13.8,17.1,9.8,48,0,1024.2,27,1.9,190,7.3,163
X4,22/04/2017,15.3,18.8,11.6,56,0,1019.7,26.7,2.6,253,11.5,237
X4,23/04/2017,16.1,20.3,12.7,57,0,1014.1,23.9,2,196,6.8,89
X4,24/04/2017,16.5,20.9,12.3,65,0,1012.2,26.9,1.8,212,6.2,167
X4,25/04/2017,16.9,20.2,13.6,73,0.3,1005.8,21.3,2.3,237,9,202
X4,26/04/2017,14.1,16.4,12.1,83,5.2,1004.6,3.8,2.4,85,11.2,82
X4,27/04/2017,9.5,12,7.9,81,20.7,1010.3,3.7,1.5,333,6.5,349
X4,28/04/2017,12.4,16,8,55,0,1013.1,26.8,1.8,185,7.8,179
X4,29/04/2017,14.3,17.8,10.5,57,0,1011.2,22.4,2.3,241,9.6,231
X4,30/04/2017,15.9,18.2,14,74,1.7,1006.6,11.2,3,242,10.4,221
X4,01/05/2017,14.8,18.1,11.7,58,0,1013.7,26.3,2.3,182,8.8,171
X4,02/05/2017,16.5,20.5,12.6,61,0,1014.5,15.7,2.2,236,10.6,244
X4,03/05/2017,15,16.2,14.1,77,0.5,1013.7,7.6,1.8,86,5.4,105
X4,04/05/2017,16.6,20.4,13.4,76,0,1009.9,24.5,1.9,182,7.4,190
X4,05/05/2017,17,20.6,14.8,70,0,1008.5,22.5,3.7,87,10.7,96
X4,06/05/2017,19.4,27.2,16.6,56,0,1009.5,29.2,3.2,353,12.5,321
X4,07/05/2017,17.2,19.6,15.4,70,0,1015.4,26.8,1.8,104,6.7,127
X4,08/05/2017,17.7,20.4,14.8,68,0,1012.9,27.5,1.6,172,6,166
X4,09/05/2017,17.1,19.2,15.3,74,0,1007.1,25.5,1.8,112,6,169
X4,10/05/2017,17.6,20.4,15.9,80,0,1001.5,18,2.7,92,7.7,113
X4,11/05/2017,18.5,22.6,13.9,75,10.1,997.2,19.2,2.4,189,11.3,344
X4,12/05/2017,21,25.9,17.2,50,0,1001.8,28.8,3.1,266,12.8,267
X4,13/05/2017,22.2,28,18,44,0,1010.1,28.6,2.8,263,11.5,237
X4,14/05/2017,20.3,22.4,18.7,57,0,1018.8,25.9,1.7,116,6,162
X4,15/05/2017,21.4,24.7,18.5,55,0,1022.5,29.1,1.5,163,5.6,179
X4,16/05/2017,21.4,24.9,19.2,59,0,1020.8,28.1,1.5,116,6.4,94
X4,17/05/2017,21.8,25.5,18.8,57,0,1015.7,25.6,1.5,174,5.7,133
X4,18/05/2017,19.6,22.4,15.8,68,0.1,1009.7,21.3,2.2,30,10.3,327
X4,19/05/2017,17.7,21.5,13.8,54,0,1014.5,30.5,2.9,247,9.6,203
X4,20/05/2017,18.3,22.4,15.4,63,0,1019,29.8,2.4,121,7.7,99
X4,21/05/2017,19.6,23.3,16,66,0,1016.8,29,2.1,210,8.5,242
X4,22/05/2017,20.4,24.5,18.1,71,0,1013.5,27.7,2,197,7.4,184
X4,23/05/2017,21.8,26.5,18.1,64,0,1015.4,28.8,1.7,194,7,192
X4,24/05/2017,24.5,29.6,19.8,46,0,1014.6,29.1,1.8,220,9,229
X4,25/05/2017,24.9,29.7,20.5,45,0,1010.4,29.7,1.8,229,9.9,247
X4,26/05/2017,20.1,22.5,18.6,77,0,1011.7,27.4,2.9,93,8,95
X4,27/05/2017,20.9,23.1,18.7,75,0,1014.9,28.8,2.4,95,7.3,128
X4,28/05/2017,21.5,24.1,19.4,65,0,1015.2,28,1.5,113,5.1,122
X4,29/05/2017,22.7,26.2,19.7,50,0,1012.1,23.6,1.4,136,5.7,168
X4,30/05/2017,21.3,23.3,18.6,57,2.8,1013,11.6,1.8,74,7.6,346
X4,31/05/2017,21.9,24.8,19.3,56,0,1015.1,29.3,1.7,131,6.4,167
X4,01/06/2017,22,24.6,19.4,65,0,1015.3,29.2,1.8,161,6.4,165
X4,02/06/2017,22.9,25.8,20.3,66,0,1013.7,28.8,2.1,197,7,175
X4,03/06/2017,24.4,28.8,21.2,61,0,1011.7,18.5,2.1,241,9.1,84
X4,04/06/2017,21.3,24.9,19.1,74,8.2,1012.1,15.2,1.8,140,9.2,199
X4,05/06/2017,20.8,26.1,18,63,0.4,1009.4,16.4,2.7,265,8.8,264
X4,06/06/2017,21.9,27.1,19.5,64,0,1009.8,26.7,2.5,145,9.8,104
X4,07/06/2017,19.9,20.7,19.1,70,0,1016.8,8,2.2,212,6.8,210
X4,08/06/2017,22.4,25.9,19.6,70,0,1013.5,29.5,2.3,233,8.1,194
X4,09/06/2017,22.2,24.9,20.2,73,0.5,1012.5,24,1.8,159,6.1,129
X4,10/06/2017,24.4,29,19.8,59,0,1013.7,30.2,1.6,214,7,202
X4,11/06/2017,26.1,31.7,21.7,48,0,1012.9,30.5,1.4,207,5.8,199
X4,12/06/2017,25.5,28.4,22.6,55,0,1012.4,30.4,1.6,124,6.5,78
X4,13/06/2017,27,31.4,23.2,50,0,1009.9,31,1.9,215,6.8,212
X4,14/06/2017,28.5,33.3,23.6,42,0,1009.8,30.2,1.9,228,9,229
X4,15/06/2017,27.8,32.6,24.5,51,0,1012.1,28.7,1.6,160,6,213
X4,16/06/2017,28.8,33.1,25,50,0,1014.6,29.7,2.3,223,8.1,225
X4,17/06/2017,27,29.1,25.5,66,0,1012.5,30,2.2,173,6.2,148
X4,18/06/2017,26.2,29.9,23.6,66,0,1012,30.6,2,139,6.5,177
X4,19/06/2017,25.3,28.1,22.8,75,0,1015.1,28.6,2.1,128,6.5,88
X4,20/06/2017,27,30.3,24.1,60,0,1014,30.1,2.9,239,10.9,245
X4,21/06/2017,27.5,31.6,24.7,54,0,1011.8,24.8,2.4,241,9.6,226
X4,22/06/2017,28,31,24.5,50,0,1013.4,29.4,2.4,240,11,255
X4,23/06/2017,27.8,31.1,25.2,52,0,1014.8,29.1,2.6,237,10.4,257
X4,24/06/2017,26.7,30.3,24.4,63,0,1013.5,29,2.2,206,8.6,252
X4,25/06/2017,24.8,27.4,23.1,78,2,1012.1,16.4,2.1,133,6.4,80
X4,26/06/2017,26.3,29.9,23.8,65,0.1,1006.5,26.4,2,133,7.1,258
X4,27/06/2017,25.3,27.4,23.2,76,0,1003.7,24.3,2,121,5.9,83
X4,28/06/2017,25.2,31.8,20.8,55,0.2,1000.8,25.3,3.3,262,17.4,294
X4,29/06/2017,23.8,28.5,20.2,41,0,1004,30.5,3.1,284,10.9,229
X4,30/06/2017,22.5,28.3,16.2,47,5.8,1009.3,27.9,3,76,11.4,333
X4,01/07/2017,20.9,23.9,18,51,0,1015.4,26.6,2.4,132,8.6,311
X4,02/07/2017,22.7,26.5,18.3,50,0,1017.6,30.8,2.3,210,7.3,172
X4,03/07/2017,24.4,28.5,20.6,54,0,1017.4,30.5,2,222,8.9,229
X4,04/07/2017,25.1,29.6,21.5,55,0,1014.8,30.6,1.8,209,7.4,219
X4,05/07/2017,24.2,26.5,21.6,68,0,1013.4,30.9,2.1,111,6.5,121
X4,06/07/2017,25.2,29,22.2,73,0,1013.8,23.5,2,92,6.5,134
X4,07/07/2017,25.7,28.1,23.1,68,0,1013.7,24.2,2.5,84,7.6,89
X4,08/07/2017,26.1,28.9,23.9,60,0.6,1009.9,16.8,3,90,10.5,77
X4,09/07/2017,25.7,29.7,23.2,68,0,1008.5,27.3,2.4,150,7.8,178
X4,10/07/2017,25.2,27.6,23.2,78,0,1009.9,25.1,2,114,6.3,159
X4,11/07/2017,25.6,27.9,23.7,73,0,1011.5,27.2,2.5,127,7,165
X4,12/07/2017,26.6,30.9,23.6,75,0,1013.1,28.1,2.3,164,7.3,66
X4,13/07/2017,26.5,29.1,24.6,74,0,1013.7,21.5,2.5,212,10.2,199
X4,14/07/2017,25.3,26.6,24.5,75,0,1013.7,6.7,2,165,8.2,188
X4,15/07/2017,26.5,30,23.8,70,0,1013.8,27.7,2.2,195,8,164
X4,16/07/2017,26.5,28.6,24.8,63,0,1015.3,28.9,2,136,7.3,124
X4,17/07/2017,26,28.2,24,67,0,1014.8,28.6,2,119,6.7,92
X4,18/07/2017,26.9,31.6,24.5,67,0,1012.4,27.5,1.9,168,7.1,203
X4,19/07/2017,26.5,29.5,24.7,71,0,1009.8,25.3,2.4,116,7.7,83
X4,20/07/2017,25.9,27.9,24.1,66,0,1008.2,24.6,3.6,88,11,90
X4,21/07/2017,25.7,29.7,23.4,67,0,1007.6,19.8,1.9,194,6.5,180
X4,22/07/2017,26.2,29.3,23.3,69,0,1010.2,26.1,2.1,172,6.7,187
X4,23/07/2017,25.2,27.5,21.8,71,3.5,1013.4,18.2,2.1,112,8.5,80
X4,24/07/2017,25.2,29.2,22.4,65,0,1010.7,28.9,3,91,8.6,83
X4,25/07/2017,24.2,27.3,21.5,63,10.6,1010.3,18.5,2.7,206,9.3,196
X4,26/07/2017,23.8,26,21.7,62,0,1010,21.8,1.9,158,7.1,157
X4,27/07/2017,26,29.8,22.3,67,0,1009.9,27.5,2.1,227,8.5,223
X4,28/07/2017,26,28.4,24.4,75,0,1011.9,27,2.2,114,6.9,154
X4,29/07/2017,26.2,29,23.4,74,0,1011.6,27.5,1.8,143,5.9,172
X4,30/07/2017,26.6,29.6,24.5,73,0,1008.9,26.9,2,100,7.3,111
X4,31/07/2017,26.1,28.2,24.5,78,0,1007.2,25.1,3.7,89,9.1,88
X4,01/08/2017,26.4,28.6,25,80,0.6,1009.6,10.1,2.2,84,7.6,85
X4,02/08/2017,28.4,32.8,25.4,66,0,1013.1,23.8,1.5,103,7.1,258
X4,03/08/2017,27.9,35.9,25.4,73,0,1011.1,18.2,1.8,96,7.8,147
X4,04/08/2017,29.7,34.5,25.9,58,0,1010.1,26.2,1.6,191,7.1,205
X4,05/08/2017,30.1,34.5,26.8,58,0,1010.4,25.9,1.9,219,8.8,234
X4,06/08/2017,27.4,29.8,25.8,69,0.1,1012.4,24,2,181,7.5,217
X4,07/08/2017,27.6,30.4,25.3,64,0,1010.1,25.8,2.4,224,8.3,218
X4,08/08/2017,26,27.8,23.5,67,1.2,1008.1,12.7,2.6,123,11.1,90
X4,09/08/2017,23.2,26.1,19,57,1.7,1012.6,22.9,2.4,98,9.9,6
X4,10/08/2017,22.4,27.3,18.5,55,0.2,1015.2,26.1,2.6,266,10.2,224
X4,11/08/2017,22.5,25.1,19.3,56,0,1016.4,21.8,2.6,143,8.5,121
X4,12/08/2017,23.8,26.4,21,60,0,1016.7,26.5,2.1,184,8.4,182
X4,13/08/2017,24.9,28.1,21.2,59,0,1014.5,26,2,212,7.4,189
X4,14/08/2017,25.8,29.3,22.2,62,0,1013.9,26.6,2.2,230,8.9,201
X4,15/08/2017,25.3,27.7,23,74,0,1014.6,21.5,2,97,6.4,127
X4,16/08/2017,25.4,27.3,23.7,69,0,1014.7,21.7,2.2,96,6.5,134
X4,17/08/2017,27.4,31.1,24.3,56,0,1014.4,25.2,1.6,230,7.8,225
X4,18/08/2017,28,32,24.3,59,0,1011.8,24.6,2.1,228,9.3,219
X4,19/08/2017,25.5,27.6,24.1,72,0.2,1014.4,10.5,1.9,190,6.8,208
X4,20/08/2017,25.3,27.3,24.3,69,0,1016.2,16.6,2.1,216,8.6,174
X4,21/08/2017,25.4,28.4,23.4,70,0,1015.2,21,1.8,173,7.9,171
X4,22/08/2017,26.3,29.6,23.4,68,0,1012.9,25.6,2.3,243,9.3,247
X4,23/08/2017,26.5,30.7,23.6,64,0,1012.8,21.5,2,231,8.4,246
X4,24/08/2017,26.9,31.4,24.5,63,0,1012.9,21,2,234,8.6,241
X4,25/08/2017,26.4,29.3,23.7,71,0,1013.3,23.3,1.6,124,5.6,119
X4,26/08/2017,26.4,28.9,24.5,74,0,1012.4,23.2,1.8,105,6.4,105
X4,27/08/2017,26.3,28.3,24.7,75,0,1011.7,20,1.8,118,7.1,185
X4,28/08/2017,26.7,29.7,24.8,75,0,1010.4,19.4,1.6,148,6.2,145
X4,29/08/2017,28.2,33.1,25.4,56,0,1009.4,15.3,2.2,265,10.4,253
X4,30/08/2017,25.8,28.6,23.5,57,0.1,1010.5,17.1,2.9,266,11.4,268
X4,31/08/2017,22.7,24.6,19.3,73,15.1,1013.1,5.8,2,85,8.3,100
X4,01/09/2017,22.7,25.6,21,64,0,1014.1,12.8,2,183,8.6,209
X4,02/09/2017,22.8,26,19.2,51,0,1014.6,22.2,2.6,213,9.6,217
X4,03/09/2017,23.1,26.2,20.3,65,0,1011.1,15.8,1.6,109,6.8,99
X4,04/09/2017,23.9,26.5,21.4,69,0.8,1012.5,20.6,2,91,7.6,138
X4,05/09/2017,25.7,29.5,22.1,64,0,1016.5,22.8,2,245,8.5,235
X4,06/09/2017,24.8,27.2,20.4,74,10.3,1016.1,12.7,2.1,192,9.6,216
X4,07/09/2017,22.7,24.9,20.5,69,0.2,1012.7,14.8,2,227,8,216
X4,08/09/2017,22.7,25,20.8,67,0,1009.3,14.2,2,136,7.7,121
X4,09/09/2017,20.9,25.9,18.1,74,11.4,1001.4,6.4,1.8,80,11.8,79
X4,10/09/2017,20.7,28,16,51,0,1003.6,21.2,2.1,68,9.2,70
X4,11/09/2017,22.4,25.7,18.8,56,0,1005.8,21.2,2.7,85,10,295
X4,12/09/2017,21.5,23.2,19.4,75,2.3,1012.2,12.5,2.3,168,6.9,164
X4,13/09/2017,23.5,27.5,20,67,0.2,1016.5,21.5,2.5,256,11,214
X4,14/09/2017,23.2,27.1,17.1,72,4.5,1012.1,12.9,2.4,179,11,120
X4,15/09/2017,15.9,18.1,14.5,80,3.8,1011,2.3,1.7,11,6.6,335
X4,16/09/2017,17.9,21.8,13.4,57,0,1009.7,20.1,1.8,275,7.4,226
X4,17/09/2017,19.6,23.4,14.8,52,0,1013,20.1,2.4,269,11,260
X4,18/09/2017,19.4,20.9,16,67,6.3,1013,13.9,2.5,97,7.4,152
X4,19/09/2017,20.3,23.2,18,61,0,1015.6,19.1,1.7,168,6.6,201
X4,20/09/2017,20.1,23,17.2,61,0,1015.6,20,1.6,101,6.1,93
X4,21/09/2017,21.8,25.5,18,67,0,1013.6,16.5,1.7,219,8.7,258
X4,22/09/2017,21.5,23.9,19.6,75,0.1,1016.1,9.8,1.4,73,6.5,135
X4,23/09/2017,22,24.9,19.5,69,0,1016,16.6,1.6,206,6.6,199
X4,24/09/2017,22.9,26.6,19.7,72,0,1014.8,18.8,2,265,7.9,245
X4,25/09/2017,22,24.6,19.7,69,0,1013.6,11.6,2.3,79,9.9,70
X4,26/09/2017,21.7,25.1,19.2,60,0.4,1016,14.6,1.9,250,7.5,212
X4,27/09/2017,21.6,24.3,18.6,65,0,1017.8,12.9,1.5,222,8,184
X4,28/09/2017,22,24.5,19.8,70,0,1019.9,15.1,1.3,171,5.9,152
X4,29/09/2017,22,24.6,19.4,70,0,1017.9,18.2,1.6,226,6.3,200
X4,30/09/2017,21.6,24.9,19.4,72,0.5,1015.3,10.2,1.8,283,8.5,75
X4,01/10/2017,19.9,20.7,18.4,79,8.2,1016.8,2.5,1.3,184,5.5,161
X4,02/10/2017,21.5,24.2,19.6,76,0,1018.6,13.2,1.4,174,5,171
X4,03/10/2017,22.6,25.5,20.5,73,0,1017.1,12.3,1.4,226,4.7,217
X4,04/10/2017,21.7,22.8,20.5,78,0,1019.7,7,1.4,108,6.6,130
X4,05/10/2017,22.9,26.7,20,74,0,1016,17.5,2,257,8.6,257
X4,06/10/2017,22.3,24.6,20.7,74,0,1013.5,13.1,1.8,151,6.4,24
X4,07/10/2017,20,22.2,17.7,55,0,1017.8,15.7,1.7,111,6.2,106
X4,08/10/2017,20.7,24.4,17.2,61,0,1015.4,17.1,1.9,275,7,218
X4,09/10/2017,20.8,23.9,17.7,70,0,1015.5,13.5,1.8,190,8.2,188
X4,10/10/2017,21.5,24.4,19,73,0,1016.2,16.4,1.5,188,5.9,157
